File_Path,Method_Name,start_line,end_line,is_Long_Method,CC,lloc,scloc,comments,calculated_length,volume,difficulty,effort,time,bugs
/home/karthikpk/project-workspace/workspace/target-repos/django/django/contrib/admin/options.py,response_change,1411,1508,0,4,41,89,0,27,112.58797503894243,1.8,202.65835507009638,11.258797503894243,0.03752932501298081
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/conftest.py,inner,157,158,0,1,3,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/models/fields/related.py,db_parameters,1165,1171,0,3,4,7,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/_machar.py,_do_init,122,337,1,18,190,191,12,422,2872.7037771083087,23.25,66790.36281776818,3710.5757120982325,0.9575679257027696
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/random/tests/test_smoke.py,test_reset_state_uint32,248,256,0,2,9,9,0,9,14.264662506490406,1.5,21.396993759735608,1.188721875540867,0.004754887502163469
/home/karthikpk/project-workspace/workspace/target-repos/numpy/runtests.py,main,78,405,1,51,199,280,17,114,681.4099112789905,6.083333333333333,4145.243626947192,230.29131260817732,0.22713663709299683
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/f2py/tests/util.py,build_module,102,172,1,11,40,46,9,44,223.84836501501496,3.759259259259259,841.5040388527414,46.750224380707856,0.07461612167167166
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_simd.py,_nan,111,112,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/distutils/ccompiler.py,CCompiler_customize,479,558,1,15,39,41,6,44,225.68845274557853,3.625,818.1206412027221,45.45114673348456,0.07522948424852617
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_indexing.py,test_setitem,1398,1417,0,2,14,14,3,9,23.264662506490403,1.25,29.080828133113002,1.6156015629507223,0.007754887502163467
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/testing.py,output,134,136,0,2,3,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/lib/recfunctions.py,recursive_fill_fields,36,71,0,4,14,12,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/requests/requests/utils.py,get_netrc_auth,199,253,1,13,35,34,10,6,13.931568569324174,1.3333333333333333,18.575424759098897,1.0319680421721609,0.004643856189774725
/home/karthikpk/project-workspace/workspace/target-repos/numpy/tools/swig/test/testVector.py,__init__,300,303,0,2,4,4,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/core.py,format_options,1378,1388,0,4,10,9,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/ma/tests/test_core.py,test_keepmask,1928,1939,0,2,10,10,2,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/utils/html.py,format_html_join,114,132,0,2,3,6,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/forms/boundfield.py,auto_id,238,248,0,4,8,7,1,9,27.0,1.8,48.6,2.7,0.009
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/ma/tests/test_extras.py,test_out_1d,1003,1015,0,2,13,12,1,11,36.541209043760986,1.5,54.81181356564148,3.0451007536467487,0.012180403014586996
/home/karthikpk/project-workspace/workspace/target-repos/django/django/utils/decorators.py,decorator_from_middleware,109,115,0,1,3,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_multiarray.py,test_axis_spec,7412,7420,0,2,5,8,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_einsum.py,test_inner_product,997,1003,0,3,6,6,1,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_numeric.py,test_mode,3007,3020,0,2,12,12,2,2,2.0,0.5,1.0,0.05555555555555555,0.0006666666666666666
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/f2py/tests/test_array_from_pyobj.py,smaller_types,235,241,0,4,7,7,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/ma/core.py,_flatmask,1792,1798,0,2,7,6,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/models/fields/__init__.py,get_db_prep_value,1604,1608,0,4,4,4,1,2,2.0,0.5,1.0,0.05555555555555555,0.0006666666666666666
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/distutils/command/build_ext.py,run,96,353,1,16,159,193,39,111,655.6648561125455,6.352941176470588,4165.400262362054,231.41112568678076,0.21855495203751518
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/lib/tests/test_nanfunctions.py,test_scalar,925,926,0,3,2,2,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/fft/_pocketfft.py,_fft_dispatcher,118,119,0,1,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/lib/histograms.py,_hist_bin_auto,229,270,0,2,9,8,2,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/testing/_private/utils.py,assert_string_equal,1122,1190,1,14,41,41,2,17,58.81033751683406,1.875,110.26938284406387,6.126076824670215,0.019603445838944685
/home/karthikpk/project-workspace/workspace/target-repos/flask/examples/tutorial/tests/test_auth.py,test_register_validate_input,32,36,0,2,4,5,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/django/django/core/management/commands/inspectdb.py,normalize_col_name,265,323,1,16,42,44,1,50,242.89904975637864,6.285714285714286,1526.7940270400943,84.82189039111636,0.08096634991879288
/home/karthikpk/project-workspace/workspace/target-repos/numpy/benchmarks/benchmarks/bench_function_base.py,setup,6,7,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/contrib/admin/checks.py,_check_list_display_item,894,928,0,4,15,35,0,6,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.004643856189774725
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_cython.py,test_is_timedelta64_object,58,68,0,8,9,9,0,8,18.575424759098897,0.5,9.287712379549449,0.5159840210860804,0.006191808253032966
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_lowlevel.py,test_chunked_upload_uses_only_specified_host_header,63,78,0,3,14,12,1,9,28.529325012980813,1.5,42.793987519471216,2.377443751081734,0.009509775004326938
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/f2py/crackfortran.py,getlincoef,2311,2380,1,14,45,48,3,51,259.4606049037673,4.407407407407407,1143.5485919832709,63.53047733240393,0.08648686830125578
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/ctypeslib.py,_ctype_from_dtype_structured,402,453,1,11,32,38,6,39,168.55519570060713,8.666666666666666,1460.8116960719283,81.15620533732935,0.05618506523353571
/home/karthikpk/project-workspace/workspace/target-repos/django/django/contrib/gis/db/backends/postgis/adapter.py,__hash__,40,41,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/backends/sqlite3/_functions.py,_sqlite_acos,307,310,0,2,4,4,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/polynomial/hermite.py,hermint,680,799,1,12,38,36,0,74,408.74358474821895,7.7,3147.325602561286,174.85142236451588,0.13624786158273966
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/models/fields/__init__.py,get_internal_type,2194,2195,0,3,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/migrations/autodetector.py,generate_deleted_proxies,909,920,0,8,7,11,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/django/django/core/files/storage/filesystem.py,location,46,47,0,3,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/utils/numberformat.py,format,7,105,1,29,61,74,12,116,706.1456895850395,9.851851851851851,6956.8427196155735,386.4912622008652,0.23538189652834648
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/linalg/tests/test_regression.py,test_eig_build,15,36,0,2,9,21,1,61,299.32032633211963,3.8,1137.4172400620546,63.18984667011414,0.09977344211070655
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_dtype.py,test_invalid_dtype_string,1502,1505,0,1,3,3,1,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/utils/cache.py,get_conditional_response,163,210,0,17,21,32,10,49,242.75561920895692,2.980769230769231,723.5984803343908,40.199915574132824,0.08091853973631898
/home/karthikpk/project-workspace/workspace/target-repos/django/django/http/multipartparser.py,__next__,467,481,0,2,10,9,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/backends/base/operations.py,convert_durationfield_value,641,643,0,2,3,3,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/f2py/tests/test_parameter.py,test_constant_no,93,101,0,3,7,6,2,24,83.02635884729514,1.7777777777777777,147.60241572852468,8.200134207140259,0.02767545294909838
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/setup.py,__init__,50,53,0,3,4,4,0,0,0,0,0,0.0,0.0
